sample,annot_tool,condition,len_node1,lrgst_mito_node,len_lrgst_mito_node,total_genes_mito_node,CDS_mito_node,tRNA_mito_node,rRNA_mito_node,closely_related_species,gtype,gene,is_found,Run,Species,Assembly length (bp),mtDNA (%),GenBank ID,Publicly Available Genus,Publicly Available Species,group
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,ND5,1,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,ND6,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,COX1,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,COX2,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,COX3,1,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,ATP6,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,ATP8,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,CDS,CYTB,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,rRNA,s-rRNA,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432371,mitoZ,filt,4125.0,NODE_1_4125,4125,10,5,5,0,Microtus_levis,rRNA,l-rRNA,0,SRR12432371,Microtus arvalis,,,,7,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND1,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND2,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND3,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND4,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND4L,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND5,0,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ND6,0,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,COX1,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,COX2,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,COX3,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ATP6,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,ATP8,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,CDS,CYTB,0,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,rRNA,s-rRNA,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR12432370,mitoZ,filt,10813.0,NODE_1_10813,10813,28,10,16,2,Apodemus_peninsulae,rRNA,l-rRNA,1,SRR12432370,Apodemus sylvaticus,,,,6,1,1
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND1,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND2,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND3,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND4,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND4L,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND5,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ND6,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,COX1,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,COX2,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,COX3,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ATP6,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,ATP8,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,CDS,CYTB,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,rRNA,s-rRNA,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11679507,mitoZ,filt,17233.0,NODE_1_17233,17233,37,13,22,2,Enophrys_diceraus,rRNA,l-rRNA,1,SRR11679507,Taurulus bubalis,16854.0,0.4018,MT410868,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND1,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND2,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND3,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND4,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND4L,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND5,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ND6,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,COX1,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,COX2,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,COX3,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ATP6,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,ATP8,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,CDS,CYTB,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,rRNA,s-rRNA,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11537150,mitoZ,filt,16621.0,NODE_1_16621,16621,37,13,22,2,Pteragogus_flagellifer,rRNA,l-rRNA,1,SRR11537150,Centrolabrus exoletus,16494.0,1.6414,MT410926,0,0,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND1,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND2,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND3,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND4,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND4L,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND5,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ND6,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,COX1,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,COX2,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,COX3,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ATP6,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,ATP8,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,CDS,CYTB,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,rRNA,s-rRNA,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679531,mitoZ,filt,16817.0,NODE_1_16817,16817,37,13,22,2,Phasianus_colchicus,rRNA,l-rRNA,1,SRR11679531,Phasianus colchicus,16773.0,0.0219,MT410882,1,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND1,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND2,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND3,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND4,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND4L,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND5,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ND6,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,COX1,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,COX2,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,COX3,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ATP6,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,ATP8,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,CDS,CYTB,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,rRNA,s-rRNA,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679539,mitoZ,filt,16637.0,NODE_1_16637,16637,37,13,22,2,Sciurus_vulgaris,rRNA,l-rRNA,1,SRR11679539,Sciurus vulgaris,16511.0,0.8176,MN122875,11,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND1,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND2,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND3,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND4,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND4L,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND5,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ND6,0,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,COX1,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,COX2,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,COX3,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ATP6,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,ATP8,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,CDS,CYTB,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,rRNA,s-rRNA,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR11679555,mitoZ,filt,14625.0,NODE_1_14625,14625,33,12,19,2,Larus_brunnicephalus,rRNA,l-rRNA,1,SRR11679555,Chroicocephalus ridibundus,16768.0,5.6225,MN122820,1,1,3
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND1,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND2,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND3,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND4,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND4L,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND5,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ND6,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,COX1,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,COX2,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,COX3,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ATP6,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,ATP8,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,CDS,CYTB,0,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,rRNA,s-rRNA,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR12432479,mitoZ,filt,8609.0,NODE_1_8609,8609,21,5,14,2,Branta_canadensis,rRNA,l-rRNA,1,SRR12432479,Branta leucopsis,,,,1,0,1
SRR11537189,mitoZ,filt,17831.0,NODE_1_17831,17831,37,13,22,2,Buteo_lagopus,CDS,ND1,1,SRR11537189,Milvus milvus,17883.0,4.7909,MN122837,1,0,3
SRR11537189,mitoZ,filt,17831.0,NODE_1_17831,17831,37,13,22,2,Buteo_lagopus,CDS,ND2,1,SRR11537189,Milvus milvus,17883.0,4.7909,MN122837,1,0,3
SRR11537189,mitoZ,filt,17831.0,NODE_1_17831,17831,37,13,22,2,Buteo_lagopus,CDS,ND3,1,SRR11537189,Milvus milvus,17883.0,4.7909,MN122837,1,0,3
SRR11537189,mitoZ,filt,17831.0,NODE_1_17831,17831,37,13,22,2,Buteo_lagopus,CDS,ND4,1,SRR11537189,Milvus milvus,17883.0,4.7909,MN122837,1,0,3
SRR11537189,mitoZ,filt,17831.0,NODE_1_17831,17831,37,13,22,2,Buteo_lagopus,CDS,ND4L,1,SRR11537189,Milvus milvus,17883.0,4.7909,MN122837,1,0,3
